iter	Logloss
0	0.5161269542
1	0.3901609071
2	0.2999906259
3	0.2443726991
4	0.2041030297
5	0.1761999326
6	0.1519572071
7	0.1352646992
8	0.1236035595
9	0.1103234386
10	0.09849172753
11	0.09069069307
12	0.08533006492
13	0.08101413721
14	0.07662613095
15	0.07250783168
16	0.07054458715
17	0.06664790485
18	0.06282285802
19	0.05923502642
20	0.05503959714
21	0.05127468248
22	0.04690795337
23	0.04425304278
24	0.04277065329
25	0.04055510916
26	0.03935048481
27	0.03752382939
28	0.0347211079
29	0.0328586135
30	0.03193853364
31	0.03010742722
32	0.02916461903
33	0.02791466995
34	0.02682071223
35	0.0257185769
36	0.02517441007
37	0.02476127917
38	0.02420191463
39	0.02369679324
40	0.02271509804
41	0.02182327853
42	0.0211981368
43	0.02032967499
44	0.0196050813
45	0.01885718553
46	0.01814024775
47	0.01769356415
48	0.01733884784
49	0.01677531399
50	0.01633754441
51	0.01602836154
52	0.01487470856
53	0.01425191015
54	0.01375583478
55	0.01346667273
56	0.01300592893
57	0.01256571667
58	0.01231642543
59	0.01198189827
60	0.01181485127
61	0.01152306069
62	0.01127079327
63	0.0108975753
64	0.01058423002
65	0.0103770596
66	0.01016354255
67	0.00989908469
68	0.009656391809
69	0.00922099658
70	0.009030758556
71	0.008615328081
72	0.008495894029
73	0.008447234997
74	0.008348432276
75	0.008182320063
76	0.008089013514
77	0.007810589255
78	0.007712897243
79	0.007599853297
80	0.007388809592
81	0.007265424299
82	0.007188720157
83	0.007012776407
84	0.006946437377
85	0.006835411379
86	0.006607297786
87	0.006527150475
88	0.00648825263
89	0.006353211612
90	0.006180436975
91	0.006016991754
92	0.005860368693
93	0.005783074282
94	0.005729590782
95	0.005697512677
96	0.005618280926
97	0.005579141683
98	0.005496883599
99	0.005410865135
100	0.005360888826
101	0.00534448265
102	0.005310632274
103	0.005218022026
104	0.005113867155
105	0.005043538495
106	0.005002375142
107	0.004967939828
108	0.004906452086
109	0.00486739048
110	0.004836762271
111	0.004810451416
112	0.004732892408
113	0.00467609962
114	0.004641777554
115	0.004607195594
116	0.004531723199
117	0.004531711194
118	0.004460679803
119	0.004410032987
120	0.00432738785
121	0.004319336514
122	0.004293342617
123	0.004293327573
124	0.00427487461
125	0.004209733494
126	0.004118532977
127	0.004101511984
128	0.004077576892
129	0.004025011845
130	0.003939654261
131	0.003861885524
132	0.003814437059
133	0.003731116481
134	0.003682661431
135	0.00366298053
136	0.00363639193
137	0.003586666076
138	0.003573967039
139	0.00354795344
140	0.003515332321
141	0.003494391671
142	0.00348622476
143	0.003444336151
144	0.003444336151
145	0.003425141832
146	0.003406511495
147	0.003388848237
148	0.003351258637
149	0.003351255004
150	0.003337334505
151	0.003250775206
152	0.003214569954
153	0.003152936373
154	0.003114861739
155	0.003114848221
156	0.003059721156
157	0.003040403491
158	0.002976677028
159	0.002966241879
160	0.002954052742
161	0.002944156691
162	0.002927422288
163	0.002891579098
164	0.00287924634
165	0.002877070706
166	0.002863369196
167	0.002854563787
168	0.002822760347
169	0.002803660097
170	0.002769994279
171	0.002758472821
172	0.002736690791
173	0.002721238327
174	0.002707903416
175	0.002675472709
176	0.002658370778
177	0.002637514281
178	0.002637501055
179	0.002637496917
180	0.002637486069
181	0.002617652028
182	0.002617634771
183	0.002608985602
184	0.002550079691
185	0.002545374857
186	0.002526790971
187	0.002500731082
188	0.002485531968
189	0.002467540557
190	0.002467518601
191	0.002467512495
192	0.002467508491
193	0.002467484952
194	0.002467479132
195	0.002467471849
196	0.002467465958
197	0.002467463799
198	0.002467457731
199	0.002467446488
200	0.002467440378
201	0.002467429063
202	0.002467429063
203	0.002467422958
204	0.002467422958
205	0.002467416907
206	0.002467416907
207	0.00246740953
208	0.00246740953
209	0.002467397834
210	0.002467397834
211	0.002467397834
212	0.002467391499
213	0.002467391499
214	0.00246737856
215	0.002467372077
216	0.002467372077
217	0.002467359414
218	0.002467355814
219	0.002467349336
220	0.002467347865
221	0.002467347865
222	0.002467347865
223	0.002467341517
224	0.002467335155
225	0.00246732877
226	0.00246732877
227	0.002467303383
228	0.002467301778
229	0.002467301778
230	0.00246729544
231	0.00246729544
232	0.002467289081
233	0.002467289081
234	0.002467289081
235	0.002467289081
236	0.002467289081
237	0.002467283305
238	0.002467257918
239	0.002467257918
240	0.002467257918
241	0.002467252209
242	0.002467252209
243	0.002467252209
244	0.002467249171
245	0.002467236499
246	0.00246723076
247	0.00246723076
248	0.002467224428
249	0.002467224428
250	0.00246719903
251	0.002467192696
252	0.002467192696
253	0.002467192696
254	0.002467186362
255	0.002467173693
256	0.002467173693
257	0.002467173693
258	0.002467162342
259	0.002467137052
260	0.002467137052
261	0.00246711179
262	0.002467099165
263	0.002467073891
264	0.002467067576
265	0.002467054966
266	0.00246704236
267	0.002467029761
268	0.002467023453
269	0.002467017147
270	0.002466991963
271	0.002466985668
272	0.002466973069
273	0.002466960474
274	0.002466935291
275	0.002466935291
276	0.002466922709
277	0.002466910132
278	0.002466898811
279	0.002466887488
280	0.00242679265
281	0.002381021909
282	0.002381015861
283	0.002381009712
284	0.002381008177
285	0.002381008177
286	0.002381008177
287	0.002381006641
288	0.002380991504
289	0.00238098997
290	0.00238098842
291	0.002380986886
292	0.002380974624
293	0.002380973859
294	0.002380973094
295	0.002380971565
296	0.002380970036
297	0.002380968507
298	0.002380966979
299	0.002380965451
300	0.002380964688
301	0.002380963161
302	0.002380961634
303	0.002380960108
304	0.002380958583
305	0.00238095782
306	0.002380956295
307	0.00238095477
308	0.002380948615
309	0.002380948615
310	0.002380947854
311	0.002380946332
312	0.00238094481
313	0.002364560486
314	0.002364553576
315	0.002364550714
316	0.002364547853
317	0.002364544993
318	0.002364542135
319	0.002364539279
320	0.002364536424
321	0.002364533571
322	0.002364530719
323	0.002364527869
324	0.00236452502
325	0.002364522173
326	0.002364519346
327	0.002364516501
328	0.002364513659
329	0.002364510817
330	0.002364510107
331	0.002364507268
332	0.00236450443
333	0.002364498758
334	0.002364493092
335	0.002364487469
336	0.002364481815
337	0.002364476167
338	0.002364470525
339	0.002364464925
340	0.002364459331
341	0.002364459331
342	0.002364453706
343	0.002364442471
344	0.002364439668
345	0.002364436865
346	0.002364434064
347	0.002364432665
348	0.002364431265
349	0.002364429866
350	0.002364428468
351	0.002364427069
352	0.002364425671
353	0.002364424274
354	0.002364422885
355	0.002364421489
356	0.002364420092
357	0.002364418696
358	0.0023644173
359	0.002364415905
360	0.00236441451
361	0.002364413124
362	0.002364411739
363	0.002364410353
364	0.00236440896
365	0.002364407576
366	0.002364396438
367	0.002364395057
368	0.002364383945
369	0.002364382558
370	0.002364381172
371	0.002364379786
372	0.002364378401
373	0.002364377708
374	0.002364377015
375	0.002364375639
376	0.002364374947
377	0.002364369444
378	0.002364363913
379	0.002364358422
380	0.002364347385
381	0.002364341911
382	0.002364341228
383	0.002364330228
384	0.002364319251
385	0.002364318566
386	0.002364317881
387	0.002364317881
388	0.002364317196
389	0.002364316511
390	0.002364315827
391	0.002364315142
392	0.002364314458
393	0.002364313773
394	0.002364313089
395	0.002364313089
396	0.002364312405
397	0.002364311721
398	0.002364311037
399	0.002364309677
400	0.002364306943
401	0.00236430421
402	0.002364301478
403	0.002364298747
404	0.002364296035
405	0.002364293307
406	0.002364290596
407	0.002364287872
408	0.002364285148
409	0.002364282426
410	0.002364276985
411	0.002364274283
412	0.002364263422
413	0.002364263422
414	0.002364260711
415	0.002364258001
416	0.002364255309
417	0.002364252603
418	0.002364249897
419	0.002364249897
420	0.002364247194
421	0.002364244507
422	0.002364239105
423	0.002364239105
424	0.002364233709
425	0.002364233709
426	0.00236422835
427	0.00236422835
428	0.00236422835
429	0.00236422835
430	0.002364222965
431	0.00236422029
432	0.002364213373
433	0.002364213373
434	0.002364213373
435	0.002364213373
436	0.002364213373
437	0.002364207971
438	0.002364207971
439	0.002364207971
440	0.002364207971
441	0.002364207971
442	0.002364207971
443	0.002364207971
444	0.002364207971
445	0.002364207971
446	0.002364194145
447	0.002364191456
448	0.002364191456
449	0.00236417764
450	0.00236417764
451	0.00236417764
452	0.00236417764
453	0.00236417764
454	0.002364176971
455	0.002364176971
456	0.002364176971
457	0.002364176971
458	0.002364176971
459	0.002364170068
460	0.002364170068
461	0.002364170068
462	0.002364167381
463	0.002364167381
464	0.002364167381
465	0.002364167381
466	0.002364167381
467	0.002364167381
468	0.002364167381
469	0.002364167381
470	0.00236415664
471	0.00236415664
472	0.00236415664
473	0.00236415664
474	0.002364145983
475	0.002364145983
476	0.002364145983
477	0.002364145983
478	0.002364145983
479	0.002364145983
480	0.002364145983
481	0.002364145983
482	0.002364145983
483	0.002364145983
484	0.002364145983
485	0.002364135203
486	0.002364135203
487	0.002364135203
488	0.002364135203
489	0.002364135203
490	0.002364135203
491	0.002364135203
492	0.002364135203
493	0.002364135203
494	0.002364135203
495	0.002364135203
496	0.002364135203
497	0.002364135203
498	0.002364135203
499	0.002364135203
500	0.002364135203
501	0.002364135203
502	0.002364135203
503	0.002364135203
504	0.002364135203
505	0.002364135203
506	0.002364129806
507	0.002364129806
508	0.002364129806
509	0.002364129806
510	0.002364129806
511	0.002364129806
512	0.002364129806
513	0.002364129806
514	0.002364129806
515	0.002364129806
516	0.002364129806
517	0.002364129806
518	0.002364129806
519	0.002364129806
520	0.002364129806
521	0.002364129806
522	0.002364129806
523	0.002364129806
524	0.002364127131
525	0.002364127131
526	0.002364127131
527	0.002364127131
528	0.002364127131
529	0.002364127131
530	0.002364127131
531	0.002364127131
532	0.002364127131
533	0.002364127131
534	0.002364127131
535	0.002364127131
536	0.002364127131
537	0.002364127131
538	0.002364127131
539	0.002364127131
540	0.002364127131
541	0.002364127131
542	0.002364127131
543	0.002364127131
544	0.002364126463
545	0.002364126463
546	0.002364126463
547	0.002364126463
548	0.002364126463
549	0.002364126463
550	0.002364125794
551	0.002364125794
552	0.002364125794
553	0.002364125794
554	0.002364125794
555	0.002364125794
556	0.002364125794
557	0.002364125794
558	0.002364125794
559	0.002364125794
560	0.002364120398
561	0.002364120398
562	0.002364109626
563	0.002364109626
564	0.002364109626
565	0.002364109626
566	0.002364109626
567	0.002364109626
568	0.002364109626
569	0.002364109626
570	0.002364109626
571	0.002364109626
572	0.002364109626
573	0.002364109626
574	0.002364109626
575	0.002364109626
576	0.002364108958
577	0.002364108958
578	0.00236410829
579	0.00236410829
580	0.00236410829
581	0.00236410829
582	0.00236410829
583	0.00236410829
584	0.00236410829
585	0.002364107622
586	0.002364107622
587	0.002364102229
588	0.002364102229
589	0.002364102229
590	0.002364102229
591	0.002364102229
592	0.002364102229
593	0.002364102229
594	0.002364102229
595	0.002364102229
596	0.002364102229
597	0.002364102229
598	0.002364102229
599	0.002364102229
600	0.002364101561
601	0.002364101561
602	0.002364101561
603	0.002364101561
604	0.002364101561
605	0.002364096219
606	0.002364096219
607	0.002364096219
608	0.002364096219
609	0.002364096219
610	0.002364096219
611	0.002364085453
612	0.002364085453
613	0.002364085453
614	0.002364085453
615	0.002364085453
616	0.002364085453
617	0.002364085453
618	0.002364085453
619	0.002364085453
620	0.002364085453
621	0.002364085453
622	0.002364085453
623	0.002364085453
624	0.002364085453
625	0.002364085453
626	0.002364085453
627	0.002364085453
628	0.002364085453
629	0.002364085453
630	0.002364085453
631	0.002364085453
632	0.002364085453
633	0.002364085453
634	0.002364085453
635	0.002364085453
636	0.002364080064
637	0.002364080064
638	0.002364080064
639	0.002364080064
640	0.002364080064
641	0.002364080064
642	0.002364080064
643	0.002364080064
644	0.002364080064
645	0.002364080064
646	0.002364080064
647	0.002364080064
648	0.002364069396
649	0.002364069396
650	0.002364069396
651	0.002364069396
652	0.002364069396
653	0.002364069396
654	0.002364069396
655	0.002364069396
656	0.002364064008
657	0.002364064008
658	0.002364064008
659	0.002364064008
660	0.002364064008
661	0.002364064008
662	0.002364064008
663	0.002364064008
664	0.002364064008
665	0.002364064008
666	0.002364053251
667	0.002364053251
668	0.002364053251
669	0.002364053251
670	0.002364053251
671	0.002364053251
672	0.002364053251
673	0.002364042499
674	0.002364042499
675	0.002364037206
676	0.002364037206
677	0.002364037206
678	0.002364037206
679	0.002364037206
680	0.002342281791
681	0.00234227642
682	0.002342273821
683	0.002342268627
684	0.002342257932
685	0.002342256637
686	0.002342253968
687	0.0023422513
688	0.002342248714
689	0.002342246049
690	0.002342245383
691	0.002342244717
692	0.002342234389
693	0.00234223306
694	0.002342231732
695	0.002342230403
696	0.002342229115
697	0.002342227788
698	0.002342227144
699	0.002342225817
700	0.002342225173
701	0.002342223847
702	0.00234222252
703	0.002342221194
704	0.002342219869
705	0.002342218543
706	0.002342217901
707	0.002342216576
708	0.002342215251
709	0.002342213927
710	0.002342212603
711	0.002342211279
712	0.002342209956
713	0.002342199378
714	0.002328755625
715	0.002328745471
716	0.002328740303
717	0.002328733575
718	0.002328728412
719	0.002328723254
720	0.002328718101
721	0.002328707808
722	0.002328697535
723	0.002328692407
724	0.002328687284
725	0.002328686004
726	0.002328684725
727	0.002328683446
728	0.002328682167
729	0.002328680889
730	0.00232867961
731	0.002328678332
732	0.002328677055
733	0.002328675778
734	0.002328674501
735	0.002328673224
736	0.002328671948
737	0.002328670672
738	0.002328669396
